doc_id,para_index,position,gold_label,text
train_00014,99,0.88,reasoning,"That being so, if the Industrial Tribunal took the view that the refusal of the management to give leave to Mahboob exasperated the workmen, we cannot hold that its conclusion is erroneous or that its propriety can be successfully challenged before us."
train_00015,2,0.03,facts,"Sachin Chowdhury, M. G. Poddar and D. N. Mukherjee, for the appellant. Sardar Bahadur, for the respondent."
train_00015,7,0.09,facts,"By special leave, the appellants have appealed to this Court."
train_00015,10,0.13,facts,", Sunderlal & Son by Your order, and on your account: Yours faithfully, Sunderlal & Sons. ""Calcutta, 16th September, 1960 Messrs. Sunderlal & Son No. 750 Dear Sirs, We have, subject to the terms and conditions hereinafter referred to this day bought from Bharat Handicrafts (Private) Ltd., by your order, and on your account: Yours faithfully, Sunderlal & Son."
train_00015,14,0.19,facts,Company in his affidavit in reply merely states 611 that he did not admit that averment.
train_00015,30,0.4,reasoning,"Sub section (4) of section 15 imposes a prohibition against the entry into a contract on his own account by a member of the association with any person who is not a member of that association, unless the member has secured the consent of such other person and discloses in the note, memorandum or agreement of $ale or purchase that he has bought or sold the goods, as the case may be, on his own acco"
train_00015,39,0.52,reasoning,No rational explanation is fur nished for not producing the document before the High Court.
train_00015,41,0.55,facts,"The "" sold"" note is addressed to the appellants: it purports to be made out in the name of the respondents, and is signed by the appellants as ""Member Licensed Broker of the Association"" "" It is claimed that the appellants subscribed their signature to the sold"" note under the authority of the respondents."
train_00015,46,0.61,reasoning,"We do not, require additional evidence to be produced in this case to enable us to pronounce judgment, nor do we think that any substantial cause is made out which would justify an order allowing additional evidence to be led at this stage."
train_00015,62,0.83,reasoning,"By sub section (4) the Parliament has then imposed a prohibition upon every member of a recognized association against entry into a contract on his own account with a non member in respect of specified goods: the prohibition is lifted when in the memorandum, agreement of sale or purchase or in the bought and sold notes it is expressly disclosed that the contract is by the member on his own account"
train_00015,66,0.88,reasoning,"So long as there is no writing as is contemplated by section 15(4) or the proviso thereto, there is no enforceable contract: it is the consent or authority in writing or confirmation of such consent or authority which brings into existence an enforceable contract. Any other view."
train_00015,69,0.92,reasoning,The penal clause is not clearly expressed.
train_00015,74,0.99,reasoning,We therefore bold that 616 the High Court was right in holding that the contract did not comply with the requirements of sub section (4) of section 15 and was on that account invalid.
train_00016,2,0.13,facts,391 (Under Article 32 of the Constitution of India).
train_00016,4,0.27,facts,"V.C. Mahajan, A.K. Panda, Ms. C.K. Sucharita, and Ms. A. Subhashini for the Respondents."
train_00016,5,0.33,issues,"The Court delivered the following Order: One of the matters which arises for consideration in this Writ Petition is as to how the provisions of the inter state Migrant Workmen (Regulation of Employment and Conditions of Service) Act, 1979, and particularly of sec tion 20 thereof can be enforced."
train_00016,7,0.47,reasoning,This is a beneficial legislation for satis fying the provisions of the Constitution and the obligation in international agreements to which India is a party.
train_00016,8,0.53,reasoning,We do not think there can be any valid justification for not permitting the officers of the Originating State to hold appropriate enquiries in the Recepient State in regard to persons of the Originating State working as migrant labour in the Recepient State.
train_00016,9,0.6,reasoning,We do not think that there is any necessity to hear the other States before making an order for enforcing section 20(3) and to give effect to the legis lative intention contained therein.
train_00016,10,0.67,arguments_respondent,Mr. Panda appearing for the State of Orissa has agreed that Orissa State has no objection to officers of any origi nating State holding necessary enquiries within Orissa when it is a Recepient State.
train_00016,11,0.73,judgement,"We would, therefore, make a direc tion that to implement the provisions of the Act of 1979 referred to above every State and Union Territory in India would be obliged to permit Officers of originating States of migrant labour for holding appropriate inquiries within the limits of the Recepient States for enforcement of the stat ute and no Recepient State shall place any embargo or hin drance in su"
train_00016,12,0.8,judgement,Copy of this order shall be sent to the Chief Secretary of every State and Union Territory for compliance.
train_00016,13,0.87,reasoning,We are cognizant of the fact that this order has been made with 392 out hearing the States other than Orissa and the Union Territories.
train_00016,14,0.93,reasoning,"In the event of any State or Union Territory is of the opinion that the direction should be modified, liber ty is given to apply for modification of the order but until it is modified it shall remain in force."
train_00016,15,1,judgement,The Writ Petitions are disposed of with this order. No costs. T.N.A. Petitions disposed of.
train_00017,1,0.05,facts,"Each of these appeals under Section 35 L (b) of the Central Excise and Salt Act, 1944 is direct ed against the decision of the Customs, Excise and Gold (Control) Appellate Tribunal."
train_00017,6,0.27,facts,The Assistant Collector who initiated the proceeding in the show cause notice reproduced the Departmental Chemical Examiner 's Certificate.
train_00017,7,0.32,facts,"Therein it was stated: ""The sample is in the form of cut piece of black coloured Belting of width 10 c.ms. and thickness 9 m.m."
train_00017,8,0.36,facts,"It is composed of synthetic resin of P.V.C. type, reinforced with textile fabric containing 42.3% by weight of cotton and rest viscose (man made filament yarns of cellulosic origin). Percentage of textile fabric = 43.3. Percentage of P.V.C. Compound = 56.7%""."
train_00017,9,0.41,facts,This position has not been disputed at any stage nor even before us.
train_00017,11,0.5,facts,Learned counsel for the appellants who ini tially attempted to challenge this fact was ultimately obliged to accept the situation as a finding of fact.
train_00017,12,0.55,facts,In fact before the Tribunal the departmental representative had relied upon this position as would appear from the judgment of the Tribunal.
train_00017,13,0.59,reasoning,"1228 It is not disputed that if the commodity would not be covered by item 22, residuary Item 68 of the Schedule would be applicable."
train_00017,14,0.64,facts,"Item 22 provides thus: ""MAN MADE FABRICS ""Man made fabrics"" means all varieties of fabrics manufactured either wholly or partly from man made fibres or yarn and includes embroidery in the piece, in strips or in mo tifs, fabrics impregnated, coated or laminated with preparations of cellulose derivatives or of other artificial plastic materials and fabrics covered partially or fully with tex tile fl"
train_00017,15,0.68,reasoning,"Explanation III: Explanation II under Item No. 19 shall, so far as may be, apply in relation to this Item as it applies in relation to that item."
train_00017,17,0.77,facts,Item 19 deals with cotton fabrics while Item 22 deals with man made fabrics.
train_00017,21,0.95,judgement,All these appeals are without any merit and are dismissed.
train_00018,0,0,facts,The Judgment of the Court was delivered by PATANJALI SASTRI C.J.
train_00018,1,0.02,facts,This is a petition under article 32 of the Constitution for the issue of a writ in the nature of habeas corpus directing the release of the petitioner Dr. Ram Krishan Bhardwaj who is a medical practitioner in Delhi and is now said to be under unlawful detention.
train_00018,3,0.07,facts,"The grounds of detention were communicated to the petitioner on the 15th March, 1953."
train_00018,4,0.09,facts,"The first paragraph of that communi cation states that "" the Jan Sangh, the Hindu Mahasabha and the Ram Rajya Parishad have started an unlawful campaign in sympathy with the Praja Parishad movement of Kashmir for defiance of the law, involving violence and threat to the maintenance of public order "" as evidenced by the sub paragraphs which follow."
train_00018,14,0.32,reasoning,"Notwithstanding repeated admonition by this Court that due care and attention must be bestowed upon matters involving the liberty of the individual, it is distressing to find that such matters are dealt with in a careless and casual manner."
train_00018,15,0.34,reasoning,"In view, however, of the statements in the affidavit filed by the District Magistrate before us that he carefully perused and considered the reports."
train_00018,21,0.48,reasoning,The second paragraph shows how the petitioner was concerned in those activities.
train_00018,35,0.8,reasoning,"The argument is not without force, as the possibility suggested cannot altogether be ruled out."
train_00018,37,0.84,reasoning,The petitioner would thus suffer no hardship or prejudice by reason of sufficient particulars not having been already furnished to him.
train_00018,39,0.89,reasoning,Preventive detention is a serious invasion of personal liberty and such meagre safeguards as the Constitution has provided against the improper exercise of the power must be jealously watched and enforced by the Court.
train_00018,42,0.95,reasoning,"That not having been done in regard to the ground mentioned in sub paragraph (e) of paragraph 2 of the statement of grounds, the petitioner 's detention cannot be held to be in accordance with the procedure established by law within the meaning of article 21."
train_00018,43,0.98,judgement,The petitioner is therefore entitled to be released and we accordingly direct him to be set at liberty forthwith. Petition allowed. Agent for the petitioner : Ganpat Rai.
train_00019,4,0.06,facts,"933 The Judgment of the Court was delivered by GOSWAMI, J."
train_00019,8,0.11,facts,"While the aforesaid industrial dispute was pending before the Tribu nal, the appellant, on September 30, 1974, passed orders retrenching 22 daily rated workmen (briefly the respondents) attached to the Water Works Section of the Municipality."
train_00019,9,0.12,facts,It is not disputed that the appellant had complied with sec tion 25F of the Act and due retrenchment compensation had been paid to those workers.
train_00019,27,0.38,reasoning,"In order to attract section 33(1)(a), the following features must be present: (1) There is a proceeding in respect of an industrial dispute pending before the Tribunal."
train_00019,29,0.4,reasoning,(3) The alteration of the conditions of service is in regard to a matter connected with the pending industrial dispute.
train_00019,30,0.42,reasoning,(4) The workmen whose conditions of service are altered are concerned in the pending industrial dispute.
train_00019,34,0.47,reasoning,Before we proceed further we should direct our attention to the subject matter of the industrial dispute pending before the Tribunal.
train_00019,35,0.49,facts,"It is sufficient to take note of the principal item of the dispute, namely, the demand of the respondents for conversion of the temporary status of their employment into permanent."
train_00019,42,0.58,reasoning,"It is, therefore, clear that by retrenchment of the respondents even the temporary employ ment of the workers ceased while their dispute before the Tribunal was pending in order to improve that temporary and insecure status."
train_00019,62,0.86,reasoning,"For the purposes of the Act the complaint under section 33A takes, as it were, the form of a reference of an industrial dispute by the appropriate au thority and the same has to be disposed of in a like manner."
train_00019,65,0.9,reasoning,"observe that, in the absence of adjudication on the merits by the Tribunal, the High Court was not right in holding that the retrench ment by the appellant was ""a gross act of victimisation""."
train_00019,71,0.99,judgement,The complaint under section 33A stands restored to the file of the Tribunal for disposal on the merits in accordance with law and in the light of this judgment.
